,1/31/20,2/29/20,3/31/20,4/30/20,5/31/20,6/30/20,7/31/20,8/31/20,9/30/20,10/31/20,11/30/20,12/31/20,1/31/21,2/28/21,3/31/21,4/30/21,5/31/21,6/30/21,7/31/21,8/31/21,9/30/21,10/31/21,11/30/21,12/31/21,1/31/22,2/28/22,3/31/22,4/30/22,5/31/22,6/30/22,7/31/22,8/31/22,9/30/22,10/31/22,11/30/22,12/31/22,1/31/23
Ticker,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX
MUFG 8.2 PERP,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
MPW 3 1/2 03/15/31,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,101.7556,103.4325,101.477,101.6565,97.95096,99.81858,101.2095,100.9511,102.6843,102.6375,102.4653,101.0759,99.45798,101.54,96.69775,94.52473,92.63545,84.88859,87.49842,78.25301,86.69041,74.91102,69.13347,69.22981,71.19678,69.78518,70.7433
TIGO 6 1/4 03/25/29,110.6078,108.0562,90.84999,97.98896,103.9368,106.9869,110.3119,110.3889,107.7175,110.6171,114.2791,113.1045,111.6471,112.4151,111.046,112.0277,111.0084,109.6812,109.6051,110.0626,109.7003,109.0403,106.4559,108.312,105.6099,103.2965,106.0329,99.47864,98.0033,87.16422,95.39307,95.45296,84.22847,87.56982,95.36816,96.07926,92.81098
KUOBMM 5 3/4 07/07/27,105.7952,103.1584,73.56541,83.89732,82.64424,92.43587,94.05559,94.80279,97.39098,100.5757,105.5863,105.6106,105.0042,105.9959,105.4377,105.4857,104.8807,104.9207,104.934,104.8366,103.5315,103.244,102.462,103.31,103.3792,100.9434,99.08638,96.9078,94.22526,91.25481,92.75848,94.38093,91.66316,86.50861,93.48515,93.94702,95.00848
C Float PERP,104.558,103.859,87.912,91.987,93.744,95.421,101.234,102.315,100.286,100.393,103.401,103.935,103.506,102.087,102.415,103.317,103.575,104.026,103.701,103.538,103.149,102.642,100.72,102.267,101.793,101.254,100.348,98.953,97.499,93.524,95.734,95.809,95.327,96.558,97.738,97.938,99.406
DAL 2.9 10/28/24,101.4569,101.0002,81.59244,78.40778,80.99491,81.14469,87.31643,91.95307,89.36805,87.87045,95.90476,98.8127,98.49229,99.59108,99.87357,101.0921,101.1185,101.8127,101.3569,101.8176,102.6295,102.176,100.1226,102.3317,99.13802,98.80273,97.78465,95.30431,96.93787,92.67517,96.14597,93.86004,93.59298,94.66151,95.08437,95.43304,95.55855
F 4 11/13/30,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,101.3173,104.918,102.7373,102.7025,98.90031,102.0214,102.2554,104.9463,106.4985,105.9621,104.3202,104.2876,105.2144,107.6779,100.6929,99.06129,94.18189,86.87073,89.89342,80.88409,89.08307,84.01983,77.66075,81.57791,85.30936,82.18001,87.32475
AAWW 8 1/2 02/15/30,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
VST 7 3/4 10/15/31,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
COMCEL 5 1/8 02/03/32,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.7557,100.0096,92.80276,90.68069,80.36835,89.54475,86.66196,75.46609,80.31434,87.17525,88.17723,87.71207
BNKEA 5 7/8 PERP,104.819,104.8,100.797,94.642,96.236,96.567,98.144,100.025,100.546,101.714,103.704,106.023,106.025,106.89,106.992,106.721,106.937,107.2,107.457,107.083,103.83,104.489,104.136,104.367,102.975,101.34,100.092,100.725,101.244,98.925,94.299,97.656,91.352,80.692,86.95,92.885,97.879
D 4.35 PERP,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,103.094,100.683,97.023,96.827,92.1,89.538,82.32,90.174,90.152,84.82,83.45,83.935,84.438,89.27
ADROIJ 4 1/4 10/31/24,98.71615,97.48927,76.98878,88.1441,91.97809,94.34344,99.41739,98.96857,97.3531,99.30244,102.4977,103.5892,103.6517,103.3253,101.0536,102.8962,103.8284,103.4341,102.0049,102.8287,102.5523,102.4398,102.0579,102.4269,101.5519,98.86111,99.02551,98.90104,98.2065,95.41064,96.20193,97.44186,95.16707,94.25252,96.34502,96.32824,96.68674
UPLLIN 4 5/8 06/16/30,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,102.6347,103.5319,101.9937,101.6997,107.3994,108.7621,106.9808,107.185,103.015,103.1601,105.64,107.7644,109.1435,107.5814,106.2606,105.6288,105.8017,105.5548,102.5723,98.03914,95.86127,91.15665,84.43825,81.67317,77.64466,82.70828,79.15515,76.26645,79.37399,79.89098,83.62524
MELI 3 1/8 01/14/31,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.6568,99.01951,94.84042,95.85268,97.1517,98.54379,98.37449,98.77841,96.64098,94.55479,93.15133,94.9958,90.33253,87.95692,87.30369,81.7284,80.02599,73.26358,79.51826,78.8587,71.0351,73.05814,75.28252,77.43694,79.47029
WDC 3.1 02/01/32,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.6539,95.88316,93.20024,89.12252,83.75653,81.11315,76.95348,78.94688,75.3949,68.71565,69.54147,74.80637,71.98615,77.02978
STANLN 4.3 PERP,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,99.909,98.238,96.166,94.376,96.138,93.75,89.51,87.729,83.545,81.671,73.762,76.792,73.12,65.37,66.226,71.511,77.51,85.154
WDC 2.85 02/01/29,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,101.0857,97.1649,94.94603,91.7181,87.95463,84.12816,81.75484,84.17665,81.33486,77.71108,77.43123,80.1461,77.42761,81.66518
HBAN Float PERP,104.625,101,79.25,88.75,87,84.75,93,95.25,93.625,97.3,99.48,101.99,101.83,101.53,101.9,103.125,102.5,103.75,104.25,104,102.9,102.112,99.845,103.075,101.25,100.597,97.03,94.174,92,89.7457,91.177,90.375,91.47,91,93,93.44,100
DB 7 1/2 PERP,103.675,99.444,72.525,79.098,87.907,93.158,98.199,98.125,96.044,98.609,105.189,106.519,103.721,106.886,107.602,110.646,110.645,111.143,109.765,109.687,110.332,109.628,107.624,108.687,106.096,103.216,103.062,99.22,99.539,91.925,95.839,92.56,85.132,87.882,94.3,93.687,96.709
BEEFBZ 8 7/8 09/13/33,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
F 5.113 05/03/29,104.9007,101.1576,84.17038,86.33878,93.5857,97.77965,107.3182,105.6285,103.0767,103.9588,108.467,111.7646,110.2709,110.0914,106.7756,109.3089,109.8033,111.9325,113.3687,113.3484,111.9411,111.5678,111.0644,113.7172,107.0108,105.0212,100.9707,94.90688,98.11575,89.61353,97.18824,93.10467,87.21387,89.80084,93.11818,90.69649,94.9353
HWM 5 1/8 10/01/24,108.1935,107.4016,98.86008,96.75214,102.218,103.9063,107.3708,107.285,105.3663,105.2031,109.1462,109.8814,109.6516,109.0271,109.6736,109.4928,109.6377,110.4924,110.5156,110.0503,110.1676,109.9188,107.1698,108.0703,104.6768,105.2254,103.6725,101.728,103.6027,100.1746,101.1514,99.54168,97.51966,99.19223,99.18141,99.20168,100.0024
MPW 4 5/8 08/01/29,105.1965,104.8861,89.93527,99.06191,100.1031,100.9793,105.9593,106.9042,103.7684,105.2684,106.6435,106.9714,107.0833,107.998,105.1806,105.8815,106.907,107.125,107.381,107.0856,107.0617,105.9775,104.3904,105.6706,102.9124,101.0427,99.13098,93.35376,93.69331,88.00683,93.96375,84.37166,80.02815,79.65305,80.12925,77.21173,78.09765
F 6.95 03/06/26,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,102.3463
OMF 9 01/15/29,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
GM 5 3/4 PERP,101.75,99.4704,67,79.55,83,88.125,95.03,97.74,95.275,98.5,103.9711,104.875,105.45,104.75,105.38,108.5,110.625,108.125,109.476,109.617,109.496,108.66,106.725,107.974,106.03,100.002,100,92.001,89.25,84.25,88.5,88.75,82.785,81.99,85.5,81,92.75
EMBRBZ 7 07/28/30,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
BNKEA 5.825 PERP,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,105.7261,108.332,108.375,108.1,107.074,108.25,108.146,108.15,108.013,105.24,104.905,104.78,105.7,103.875,102.85,102.85,100.4,100.5,96.406,93.962,93.587,94.75,94.75,73.5,88.4,96
HILCRP 8 3/8 11/01/33,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
HESM 5 1/8 06/15/28,103.6219,98.1917,70.51895,88.09998,96.39482,95.96526,102.1544,102.8579,99.78133,99.85034,102.5696,104.6714,104.0563,103.6106,101.1205,103.7241,104.915,105.0885,104.8719,105.1549,104.5362,103.9444,102.1158,105.4014,101.9463,102.2888,100.2776,97.50972,98.95238,90.12789,96.67962,92.97906,88.60291,92.0511,93.66348,93.31848,94.77113
COF 3.95 PERP,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,102.125,103.216,103.875,103,102.03,98.625,101,98.25,94.25,92.27,86.98,85.449,80.25,87.405,85.12,79.5,76.529,77.5,79.125,88.25
VENTGL 3 7/8 08/15/29,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,103.278,103.3379,101.949,100.5182,104.3694,100.0163,98.38932,97.09707,91.03717,94.84764,87.5541,92.50151,87.41062,85.50385,86.69611,87.45303,87.31608,89.203
PARA 6 3/8 03/30/62,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,96.97871,96.30013,89.36876,95.39304,92.44777,86.75104,84.92207,84.41646,82.13731,87.68021
BHARTI 5.65 PERP,99.521,99.854,78.936,89.692,97.369,97.075,99.008,100.825,99.917,100.479,104.865,106.777,106.3,106.042,106.058,106.425,106.321,106.988,105.391,106.808,106.75,106.051,105.799,105.4,103.75,101.012,99.787,99.083,98.675,92.833,96.583,96.298,92.003,89.358,95.389,95.737,96.67
KEY 5 PERP,106.87,107.13,89,93.75,95.257,95,99.99,103.03,104.25,102.75,104.9,109.24,108.78,106.75,110.5,112.48,112.1,111.84,111.521,112.246,111.625,110.75,108.125,108.626,107.312,101.5,100,95.62,89.379,87.764,94.875,92.15,91.03,87.97,88,86.338,97.54
VNOM 5 3/8 11/01/27,104.5864,102.3987,84.10387,90.49856,99.4204,98.17281,105.2397,103.2315,99.15271,101.9994,105.9353,104.6479,104.9539,104.8029,103.2711,104.8554,104.2935,104.7061,104.8661,104.6784,104.4726,104.4216,103.0572,103.5926,103.1932,102.7882,101.955,99.46435,100.7866,96.37493,99.08678,95.8983,92.95486,94.36869,95.7225,95.37936,96.93422
SWN 4 3/4 02/01/32,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,105.7194,100.2362,100.1754,99.65668,94.40748,97.56532,85.5204,93.29893,88.75509,84.00714,86.73672,89.84944,85.70605,88.04597
KSS 3 3/8 05/01/31,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.0769,101.9378,102.8889,103.5563,105.0324,105.1166,103.2883,101.6651,102.7777,102.193,98.61734,98.41569,96.78504,94.93908,90.45311,87.31301,75.78605,72.38359,61.73123,66.72791,72.14853,70.44581,74.36205
RDEDOR 4 1/2 01/22/30,100.9585,97.8135,88.35446,85.21154,83.93211,88.58288,90.13048,98.26722,95.67261,98.27768,103.8201,104.7111,102.4716,102.2959,98.49609,98.83805,101.7426,102.5083,101.9556,102.7908,99.99246,98.30647,93.09879,97.54804,95.49521,93.17558,92.15572,87.5163,87.18565,84.66684,87.20304,89.40511,81.65501,82.49119,86.8574,86.38249,87.98973
CNC 4 5/8 12/15/29,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,108.514,106.1903,111.8894,109.8676,108.0064,109.0692,109.9407,111.027,110.9549,108.073,108.2062,108.4551,108.3266,110.0823,109.6863,109.733,109.1178,108.0387,106.6559,108.0151,104.2413,102.8096,101.0469,96.9776,98.78577,93.30415,98.77487,94.02786,89.98531,90.63373,93.61098,91.44257,95.04224
FUN 5 1/2 05/01/25,#N/A N/A,#N/A N/A,#N/A N/A,100.4125,102.3654,100.3836,102.2248,103.1745,102.7031,101.5054,105.0394,104.948,104.2683,105.0428,105.2818,105.0099,104.6273,104.6691,103.9719,104.3663,104.1307,103.9392,103.4165,104.1792,102.9439,103.055,102.7641,100.8863,101.7425,97.36113,100.6112,98.27654,96.74981,99.33367,99.44521,99.32398,99.41247
ET Float PERP,95.5,89.5,49.5,68,76.114,77.933,71.25,72.87,64.5,67.07,80,81.5,82.152,82.998,81.52,84.75,87,90.5,90.139,89,89.47,91.094,89,87.317,88,85.77,86.125,85.25,82.25,78.3,81.563,83.77,83.03,83.75,84.5,87.5,94
RCICN 5 1/4 03/15/2082,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,98.26911,96.95927,94.38334,91.27881,88.51888,91.43651,90.57281,87.09368,87.68615,88.86414,86.9087,90.52094
SOCGEN 8 PERP,119.303,116.577,92.464,102.248,107.864,111.854,113.463,114.222,111.948,112.536,117.097,117.655,117.381,117.55,117.388,118.214,117.418,118.079,118.308,118.522,117.734,117.012,115.311,115.612,113.434,108.956,108.223,104.249,104.142,98.428,103.081,100.395,95.199,98.75,101.011,100.923,101.143
SILAMX 5 3/8 04/04/32,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,91.17439,95.33766,88.73525,95.00583,91.89993,85.85247,85.09522,92.09953,90.49904,93.8009
HASI 3 3/8 06/15/26,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.875,101.1627,101.9893,101.6857,99.85889,99.43642,102.1849,96.69657,95.91476,95.07925,92.08733,92.56005,87.32105,87.76895,87.00358,80.31591,82.06649,87.50326,87.01451,88.82156
LLOYDS 8 PERP,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TIGO 5 1/8 01/15/28,105.2112,102.8653,87.42731,93.11679,99.26926,100.7508,104.6786,105.0379,103.7366,105.2457,107.2406,106.4393,105.5891,106.2674,105.0593,106.0198,105.4701,104.9899,104.4909,104.5245,104.2491,104.0478,103.3195,104.0164,101.7283,98.21246,99.66754,94.8886,94.34661,85.61484,91.68147,92.10749,82.86779,85.44794,90.86139,93.37313,89.80022
NSANY 4.345 09/17/27,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.5137,100.4392,107.2035,110.2569,110.1801,110.861,108.3833,109.5334,109.3497,110.0914,110.8713,110.9803,110.2991,108.576,107.9696,107.8694,105.8675,103.1286,98.71395,95.62065,95.26213,91.94118,94.14067,92.78502,86.19318,84.26109,90.65054,90.80273,94.07312
OXY 6 1/8 01/01/31,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,107.258,109.6604,111.3096,110.5118,111.2769,110.979,117.6873,118.2568,121.0073,119.9817,119.7446,116.9015,122.0103,115.7713,114.0448,112.5311,105.4558,108.9511,101.456,107.6648,104.512,98.59581,100.3241,101.9249,101.3734,104.713
SYF 7 1/4 02/02/33,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TGNA 5 09/15/29,101.692,99.03322,90.53061,89.30153,95.29376,92.8497,100.986,100.5187,98.44231,101.12,105.5353,105.8978,104.3614,104.4912,103.5479,104.1997,102.5842,104.7053,104.824,105.8011,103.2616,101.5139,100.6094,102.9874,98.79565,100.2234,100.3176,96.80874,98.32451,94.74262,97.66772,95.53322,92.29942,95.90778,94.60273,94.57149,94.15701
AVALCB 4 3/8 02/04/30,#N/A N/A,100.022,81.24043,83.95557,91.72527,94.83438,96.56143,98.09653,96.73087,97.71112,102.7945,106.7698,103.3596,104.3904,100.5792,100.594,98.73846,98.82368,98.85805,99.65816,98.9253,98.58309,95.56602,96.09108,93.79937,89.15634,87.02293,84.53382,82.57652,74.66676,79.53201,80.7354,71.71877,69.65771,78.19855,81.26974,82.83701
F 5.584 03/18/24,108.9881,107.1462,94.25786,94.34424,99.79119,101.496,106.5629,106.2696,104.2722,105.2859,107.8809,108.4032,108.257,108.0315,108.2662,109.3241,109.2091,109.4682,108.8975,108.5137,107.6969,107.7838,107.0787,107.9772,104.6397,104.1329,103.0256,101.2401,101.9857,99.62132,101.1615,99.91067,98.11459,98.78743,99.47723,99.0871,99.56741
PAA Float PERP,93.266,91.002,91.002,91.002,91.002,71.26,71.26,71.26,71.26,61.077,72.951,81.885,83.343,82.544,81.738,84.206,87.072,88.622,89.623,89.405,91.02,90.701,86.327,85.378,84.505,82.727,84.199,84.142,79.214,71.984,75.972,84.797,82.053,83.032,86.884,87.449,90.335
GNW 6 1/2 06/15/34,101.3242,99.95658,83.5974,81.75632,72.30907,76.74955,83.38616,91.21646,90.85133,92.96508,95.66216,97.70309,93.35313,96.03902,100.1368,100.2509,99.21658,102.3379,102.8371,101.3244,105.66,104.3891,105.6985,105.7324,99.52093,100.1162,96.2676,91.89481,86.83588,78.22614,88.27857,87.89426,81.98465,84.02675,88.16089,87.83158,89.63612
LLOYDS 7 1/2 PERP,112.308,109.143,85.998,98.596,102.636,104.234,106.129,108.88,104.979,105.983,110.912,112.547,111.029,111.599,111.791,113.231,112.938,114.018,112.96,112.079,112.39,111.053,108.854,109.887,108.553,106.33,105.344,102.061,103.104,98.076,101.464,98.301,93.114,95.698,97.689,97.708,99.286
DAR 6 06/15/30,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,99.88631,103.6155,100.0532,95.30022,96.39814,98.45536,98.06664,99.54215
